Nom,Dosage,Forme,Pr?sentation,Prix public,Prix hospitalier,DCI,Source
IRBESAR,300 mg,Comprimés,B/30,"33,550","20,604",IRBESARTAN,ballouchi.github.io/medoc
APROZAR,300 mg,Comprimés pelliculés,B/30,"34,560","20,604",IRBESARTAN,ballouchi.github.io/medoc
ARAVEN,300 mg,Comprimés pelliculés,B/30,"37,810","20,604",IRBESARTAN,ballouchi.github.io/medoc
APROVEL,300 mg,Comprimés pelliculés,B/30,"52,165","20,604",IRBESARTAN,ballouchi.github.io/medoc
ARADEUX,300 mg,Comprimés pelliculés,B/90,"86,195","61,812",IRBESARTAN,ballouchi.github.io/medoc
IRIVEL,300 mg,Comprimés pelliculés,B/90,"86,195","61,812",IRBESARTAN,ballouchi.github.io/medoc
IRBESAR,300 mg,Comprimés,B/90,"87,005","61,812",IRBESARTAN,ballouchi.github.io/medoc
APROZAR,300 mg,Comprimés pelliculés,B/90,"91,005","61,812",IRBESARTAN,ballouchi.github.io/medoc
ARAVEN,300 mg,Comprimés pelliculés,B/90,"101,685","61,812",IRBESARTAN,ballouchi.github.io/medoc
APROVEL,300 mg,Comprimés pelliculés,B/90,"145,650","61,812",IRBESARTAN,ballouchi.github.io/medoc
ARADEUX PLUS 150/5,150 mg/5 mg,Comprimés pelliculés,B/30,"32,045","26,546",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
ARAVEN IC,150 mg/5 mg,Comprimés pelliculés,B/30,"32,045","26,546",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
APROFORT,150 mg/5 mg,Comprimés pelliculés,B/30,"33,725","26,546",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
APROVASC,150 mg/5 mg,Comprimés pelliculés,B/30,"50,715","26,546",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
ARADEUX PLUS 150/5,150 mg/5 mg,Comprimés pelliculés,B/90,"93,740","79,637",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
ARAVEN IC,150 mg/5 mg,Comprimés pelliculés,B/90,"93,740","79,637",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
APROFORT,150 mg/5 mg,Comprimés pelliculés,B/90,"94,140","79,637",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
ARADEUX PLUS 300/5,300 mg/5 mg,Comprimés pelliculés,B/30,"39,815","33,686",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
APROFORT,300 mg/5 mg,Comprimés pelliculés,B/30,"44,050","33,686",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
ARAVEN IC,300 mg/5 mg,Comprimés pelliculés,B/30,"44,050","33,686",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
APROVASC,300 mg/5 mg,Comprimés pelliculés,B/30,"62,825","33,686",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
ARAVEN IC,300 mg/5 mg,Comprimés pelliculés,B/90,"118,950","101,057",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
ARADEUX PLUS 300/5,300 mg/5 mg,Comprimés pelliculés,B/90,"119,240","101,057",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
APROFORT,300 mg/5 mg,Comprimés pelliculés,B/90,"122,575","101,057",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
ARADEUX PLUS 300/10,300 mg/10 mg,Comprimés pelliculés,B/30,"40,955","33,762",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
APROFORT,300 mg/10 mg,Comprimés pelliculés,B/30,"45,320","33,762",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
ARAVEN IC,300 mg/10 mg,Comprimés pelliculés,B/30,"45,320","33,762",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
APROVASC,300 mg/10 mg,Comprimés pelliculés,B/30,"64,640","33,762",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
ARADEUX PLUS 300/10,300 mg/10 mg,Comprimés pelliculés,B/90,"119,240","101,286",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
ARAVEN IC,300 mg/10 mg,Comprimés pelliculés,B/90,"122,370","101,286",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
APROFORT,300 mg/10 mg,Comprimés pelliculés,B/90,"122,385","101,286",IRBESARTAN +AMLODIPINE,ballouchi.github.io/medoc
CO-IRBESARTAN,"150 mg/12,5 mg",Comprimés pelliculés,B/30,"22,930","0,000",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
IRBEXTRA PLUS,"150 mg/12,5 mg",Comprimés pelliculés,B/30,"20,090","17,060",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRBY,"150 mg/12,5 mg",Comprimés pelliculés,B/30,"23,865","17,060",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRBESAR,"150 mg/12,5 mg",Comprimés sécables,B/30,"23,950","17,060",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-ARADEUX,"150 mg/12,5 mg",Comprimés pelliculés,B/30,"25,895","17,060",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRIVEL,"150 mg/12,5 mg",Comprimés pelliculés,B/30,"26,140","17,060",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
IRBEGEN PLUS,"150 mg/12,5 mg",Comprimés pelliculés,B/30,"27,785","17,060",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROZAR,"150 mg/12,5 mg",Comprimés pelliculés,B/30,"28,015","17,060",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COARAVEN,"150 mg/12,5 mg",Comprimés pelliculés,B/30,"30,625","17,060",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROVEL,"150 mg/12,5 mg",Comprimés pelliculés,B/30,"43,025","17,060",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-ARADEUX,"150 mg/12,5 mg",Comprimés pelliculés,B/90,"65,955","51,179",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRIVEL,"150 mg/12,5 mg",Comprimés pelliculés,B/90,"66,030","51,179",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRBESAR,"150 mg/12,5 mg",Comprimés sécables,B/90,"66,060","51,179",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROZAR,"150 mg/12,5 mg",Comprimés pelliculés,B/90,"70,820","51,179",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COARAVEN,"150 mg/12,5 mg",Comprimés pelliculés,B/90,"80,150","51,179",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROVEL,"150 mg/12,5 mg",Comprimés pelliculés,B/90,"120,045","51,179",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRBESARTAN,"300 mg/12,5 mg",Comprimés pelliculés,B/30,"30,200","0,000",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
IRBEXTRA PLUS,"300 mg/12,5 mg",Comprimés pelliculés,B/30,"24,240","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
IRBEXTRA PLUS,"300 mg/12,5 mg",Comprimés pelliculés,B/30,"24,240","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRIVEL,"300 mg/12,5 mg",Comprimés pelliculés,B/30,"31,245","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-ARADEUX,"300 mg/12,5 mg",Comprimés pelliculés,B/30,"33,150","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRBESAR,"300 mg/12,5 mg",Comprimés sécables,B/30,"33,250","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRBY,"300 mg/12,5 mg",Comprimés pelliculés,B/30,"33,250","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
IRBEGEN PLUS,"300 mg/12,5 mg",Comprimés pelliculés,B/30,"35,610","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROZAR,"300 mg/12,5 mg",Comprimés pelliculés,B/30,"36,680","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COARAVEN,"300 mg/12,5 mg",Comprimés pelliculés,B/30,"39,930","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROVEL,"300 mg/12,5 mg",Comprimés pelliculés,B/30,"58,025","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRIVEL,"300 mg/12,5 mg",Comprimés pelliculés,B/90,"85,470","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRBESAR,"300 mg/12,5 mg",Comprimés sécables,B/90,"87,270","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-ARADEUX,"300 mg/12,5 mg",Comprimés pelliculés,B/90,"90,785","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROZAR,"300 mg/12,5 mg",Comprimés pelliculés,B/90,"98,880","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COARAVEN,"300 mg/12,5 mg",Comprimés pelliculés,B/90,"107,405","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROVEL,"300 mg/12,5 mg",Comprimés pelliculés,B/90,"162,075","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRBESARTAN,300 mg/25 mg,Comprimés pelliculés,B/30,"30,200","0,000",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-ARADEUX,300 mg/25 mg,Comprimés pelliculés,B/30,"33,155","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRIVEL,300 mg/25 mg,Comprimés pelliculés,B/30,"34,345","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRBESAR,300 mg/25 mg,Comprimés sécables,B/30,"34,580","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
IRBEGEN PLUS,300 mg/25 mg,Comprimés pelliculés,B/30,"35,610","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRBY,300 mg/25 mg,Comprimés pelliculés,B/30,"37,085","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROZAR,300 mg/25 mg,Comprimés pelliculés,B/30,"39,105","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COARAVEN,300 mg/25 mg,Comprimés pelliculés,B/30,"44,980","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROVEL,300 mg/25 mg,Comprimés pelliculés,B/30,"64,780","20,604",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRIVEL,300 mg/25 mg,Comprimés pelliculés,B/90,"85,480","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-IRBESAR,300 mg/25 mg,Comprimés sécables,B/90,"88,440","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-ARADEUX,300 mg/25 mg,Comprimés pelliculés,B/90,"90,785","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROZAR,300 mg/25 mg,Comprimés pelliculés,B/90,"98,880","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COARAVEN,300 mg/25 mg,Comprimés pelliculés,B/90,"121,035","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
COAPROVEL,300 mg/25 mg,Comprimés pelliculés,B/90,"180,945","61,812",IRBESARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
MEDZAR,50 mg,Comprimés pelliculés sécables,B/28,"24,715","15,803",LOSARTAN,ballouchi.github.io/medoc
LOSARTAN WINTHROP,50 mg,Comprimés pelliculés sécables,FL/30,"24,820","16,932",LOSARTAN,ballouchi.github.io/medoc
ZARTAN,50 mg,Comprimés pelliculés sécables,B/30,"26,665","16,932",LOSARTAN,ballouchi.github.io/medoc
LOSAR,50 mg,Comprimés pelliculés sécables,B/30,"26,790","16,932",LOSARTAN,ballouchi.github.io/medoc
LOSAR,50 mg,Comprimés pelliculés sécables,B/60,"46,670","33,864",LOSARTAN,ballouchi.github.io/medoc
MEDZAR,50 mg,Comprimés pelliculés sécables,B/90,"59,785","50,796",LOSARTAN,ballouchi.github.io/medoc
LOSAR,50 mg,Comprimés pelliculés sécables,B/90,"62,925","50,796",LOSARTAN,ballouchi.github.io/medoc
ZARTAN,50 mg,Comprimés pelliculés sécables,B/90,"67,315","50,796",LOSARTAN,ballouchi.github.io/medoc
MEDZAR FORT,100 mg,Comprimés pelliculés sécables,B/28,"26,335","18,302",LOSARTAN,ballouchi.github.io/medoc
LOSARTAN WINTHROP,100 mg,Comprimés pelliculés sécables,FL/30,"26,895","19,610",LOSARTAN,ballouchi.github.io/medoc
LOSAR FORT,100 mg,Comprimés pelliculés sécables,B/30,"29,755","19,610",LOSARTAN,ballouchi.github.io/medoc
ZARTAN FORT,100 mg,Comprimés pelliculés sécables,B/30,"33,000","19,610",LOSARTAN,ballouchi.github.io/medoc
MEDZAR FORT,100 mg,Comprimés pelliculés sécables,B/90,"69,220","58,829",LOSARTAN,ballouchi.github.io/medoc
ZARTAN FORT,100 mg,Comprimés pelliculés sécables,B/90,"72,850","58,829",LOSARTAN,ballouchi.github.io/medoc
LOSAR FORT,100 mg,Comprimés pelliculés sécables,B/90,"73,850","58,829",LOSARTAN,ballouchi.github.io/medoc
CO-MEDZAR,"50 mg/12,5 mg",Comprimés pelliculés sécables,B/28,"24,245","16,303",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-LOSARTAN WINTHROP,"50 mg/12,5 mg",Comprimés pelliculés,B/30,"25,110","17,468",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-LOSAR,"50 mg/12,5 mg",Comprimés pelliculés,B/30,"27,245","17,468",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-ZARTAN,"50 mg/12,5 mg",Comprimés pelliculés sécables,B/30,"30,445","17,468",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-LOSAR,"50 mg/12,5 mg",Comprimés pelliculés,B/60,"48,185","34,935",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-MEDZAR,"50 mg/12,5 mg",Comprimés pelliculés sécables,B/90,"61,735","52,403",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-LOSAR,"50 mg/12,5 mg",Comprimés pelliculés,B/90,"64,970","52,403",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-ZARTAN,"50 mg/12,5 mg",Comprimés pelliculés sécables,B/90,"67,315","52,403",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-LOSAR PLUS,"100 mg/12,5 mg",Comprimés pelliculés sécables,B/30,"29,290","20,961",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-LOSAR PLUS,"100 mg/12,5 mg",Comprimés pelliculés sécables,B/90,"74,030","62,883",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-MEDZAR FORT,100 mg/25 mg,Comprimés pelliculés sécables,B/28,"27,080","18,850",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-LOSARTAN WINTHROP,100 mg/25 mg,Comprimés pelliculés sécables,B/30,"26,485","20,196",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-LOSAR FORT,100 mg/25 mg,Comprimés pelliculés sécables,B/30,"30,975","20,196",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-ZARTAN FORT,100 mg/25 mg,Comprimés pelliculés,B/30,"34,660","20,196",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-MEDZAR FORT,100 mg/25 mg,Comprimés pelliculés sécables,B/90,"71,290","60,588",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-LOSAR FORT,100 mg/25 mg,Comprimés pelliculés sécables,B/90,"75,035","60,588",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
CO-ZARTAN FORT,100 mg/25 mg,Comprimés pelliculés,B/90,"77,640","60,588",LOSARTAN+HYDROCHLOROTHIAZIDE,ballouchi.github.io/medoc
OLMECARD,10 mg,Comprimés pelliculés,B/30,"16,055","13,643",OLMESARTAN MEDOXOMIL,ballouchi.github.io/medoc
OLMETEC,10 mg,Comprimés pelliculés,B/30,"28,075","13,643",OLMESARTAN MEDOXOMIL,ballouchi.github.io/medoc
OLMECARD,20 mg,Comprimés pelliculés,B/30,"24,015","20,400",OLMESARTAN MEDOXOMIL,ballouchi.github.io/medoc
OLMETEC,20 mg,Comprimés pelliculés,B/30,"41,000","20,400",OLMESARTAN MEDOXOMIL,ballouchi.github.io/medoc
OLMECARD,40 mg,Comprimés pelliculés,B/30,"29,280","24,888",OLMESARTAN MEDOXOMIL,ballouchi.github.io/medoc
OLMETEC,40 mg,Comprimés pelliculés,B/30,"50,025","24,888",OLMESARTAN MEDOXOMIL,ballouchi.github.io/medoc
OLMECARD PLUS,"20 mg/12,5 mg",Comprimés pelliculés,B/30,"27,900","23,715",OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,ballouchi.github.io/medoc
COOLMETEC,"20 mg/12,5 mg",Comprimés pelliculés,B/30,"47,660","23,715",OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,ballouchi.github.io/medoc
OLMECARD PLUS,20 mg/25 mg,Comprimés pelliculés,B/30,"28,750","24,429",OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,ballouchi.github.io/medoc
COOLMETEC,20 mg/25 mg,Comprimés pelliculés,B/30,"49,120","24,429",OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,ballouchi.github.io/medoc
OLMECARD PLUS,"40 mg/12,5 mg",Comprimés pelliculés,B/30,"32,840","27,897",OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,ballouchi.github.io/medoc
COOLMETEC,"40 mg/12,5 mg",Comprimés pelliculés,B/30,"56,130","27,897",OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,ballouchi.github.io/medoc
OLMECARD PLUS,40 mg/25 mg,Comprimés pelliculés,B/30,"32,840","27,897",OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,ballouchi.github.io/medoc
COOLMETEC,40 mg/25 mg,Comprimés pelliculés,B/30,"56,130","27,897",OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,ballouchi.github.io/medoc
CARDOSYL,4 mg,Comprimés sécables,B/28,"17,755","15,089",PERINDOPRIL,ballouchi.github.io/medoc
CARDOSYL,5 mg,Comprimés pelliculés sécables,FL/30,"19,050","16,167",PERINDOPRIL,ballouchi.github.io/medoc
THERAPRIL,5 mg,Comprimés sécables,B/30,"20,010","16,167",PERINDOPRIL,ballouchi.github.io/medoc
COVERSYL,5 mg,Comprimés pelliculés,FL/30,"39,490","16,167",PERINDOPRIL,ballouchi.github.io/medoc
CARDOSYL,10 mg,Comprimés pelliculés,FL/30,"33,152","28,178",PERINDOPRIL,ballouchi.github.io/medoc
THERAPRIL,10 mg,Comprimés,B/30,"34,885","28,178",PERINDOPRIL,ballouchi.github.io/medoc
COVERSYL,10 mg,Comprimés pelliculés,FL/30,"59,440","28,178",PERINDOPRIL,ballouchi.github.io/medoc
BI-THERAPRIL,"5 mg/1,25 mg",Comprimés sécables,B/30,"32,460","27,591",PERINDOPRIL+ INDAPAMIDE,ballouchi.github.io/medoc
BIPRETERAX,"5 mg/1,25 mg",Comprimés pelliculés,FL/30,"48,790","27,591",PERINDOPRIL+ INDAPAMIDE,ballouchi.github.io/medoc
BI-THERAPRIL,"10 mg/2,5 mg",Comprimés sécables,B/30,"34,970","29,708",PERINDOPRIL+ INDAPAMIDE,ballouchi.github.io/medoc
BIPRETERAX,"10 mg/2,5 mg",Comprimés pelliculés,B/30,"60,970","29,708",PERINDOPRIL+ INDAPAMIDE,ballouchi.github.io/medoc
VIACORAM,"3,5 mg/2,5 mg",Comprimés,FL/30,"40,060","0,000",PERINDOPRIL+AMLODIPINE,ballouchi.github.io/medoc
CO-THERAPRIL,5 mg/5 mg,Comprimés,B/30,"27,145","23,052",PERINDOPRIL+AMLODIPINE,ballouchi.github.io/medoc
COVERAM,5 mg/5 mg,Comprimés,FL/30,"53,260","23,052",PERINDOPRIL+AMLODIPINE,ballouchi.github.io/medoc
COVERAM,5 mg/10 mg,Comprimés,FL/30,"48,160","34,145",PERINDOPRIL+AMLODIPINE,ballouchi.github.io/medoc
VIACORAM,7 mg/5 mg,Comprimés,FL/30,"57,120","0,000",PERINDOPRIL+AMLODIPINE,ballouchi.github.io/medoc
CO-THERAPRIL,10 mg/5 mg,Comprimés,B/30,"34,315","29,147",PERINDOPRIL+AMLODIPINE,ballouchi.github.io/medoc
COVERAM,10 mg/5 mg,Comprimés,FL/30,"66,220","29,147",PERINDOPRIL+AMLODIPINE,ballouchi.github.io/medoc
COVERAM,10 mg/5 mg,Comprimés,FL/30,"64,250","31,314",PERINDOPRIL+AMLODIPINE,ballouchi.github.io/medoc
CO-THERAPRIL,10 mg/10 mg,Comprimés,B/30,"36,840","31,314",PERINDOPRIL+AMLODIPINE,ballouchi.github.io/medoc
TRIPLIXAM,"5 mg/1,25 mg/5 mg",Comprimés pelliculés,B/30,"46,067","39,143",PERINDOPRIL+INDAPAMIDE+AMLODIPINE,ballouchi.github.io/medoc
TRIPLIXAM,"5 mg/1,25 mg/10 mg",Comprimés pelliculés,B/30,"49,119","41,744",PERINDOPRIL+INDAPAMIDE+AMLODIPINE,ballouchi.github.io/medoc
TRIPLIXAM,"10 mg/2,5 mg/5 mg",Comprimés pelliculés,B/30,"59,816","50,822",PERINDOPRIL+INDAPAMIDE+AMLODIPINE,ballouchi.github.io/medoc
TRIPLIXAM,"10 mg/2,5 mg/10 mg",Comprimés pelliculés,B/30,"64,240","54,596",PERINDOPRIL+INDAPAMIDE+AMLODIPINE,ballouchi.github.io/medoc
RAMIPRIL ZENTIVA,"2,5 mg",Comprimés sécables,B/28,"19,010","15,470",RAMIPRIL,ballouchi.github.io/medoc
PREVENSYL,"2,5 mg",Gélules,B/30,"19,515","16,575",RAMIPRIL,ballouchi.github.io/medoc
TRIATEC,"2,5 mg",Comprimés sécables,B/30,"34,030","16,575",RAMIPRIL,ballouchi.github.io/medoc
RAMIPRIL ZENTIVA,5 mg,Comprimés sécables,B/28,"22,980","14,209",RAMIPRIL,ballouchi.github.io/medoc
RAPRIL,5 mg,Comprimés sécables,B/30,"23,555","15,224",RAMIPRIL,ballouchi.github.io/medoc
PREVENSYL,5 mg,Gélules,B/30,"23,870","15,224",RAMIPRIL,ballouchi.github.io/medoc
TRIATEC,5 mg,Comprimés sécables,B/30,"42,790","15,224",RAMIPRIL,ballouchi.github.io/medoc
RAPRIL,5 mg,Comprimés sécables,B/90,"53,805","45,671",RAMIPRIL,ballouchi.github.io/medoc
RAMIPRIL ZENTIVA,10 mg,Comprimés sécables,B/28,"28,530","19,683",RAMIPRIL,ballouchi.github.io/medoc
RAPRIL,10 mg,Comprimés sécables,B/30,"29,255","21,089",RAMIPRIL,ballouchi.github.io/medoc
PREVENSYL,10 mg,Gélules,B/30,"29,640","21,089",RAMIPRIL,ballouchi.github.io/medoc
TRIATEC,10 mg,Comprimés sécables,B/30,"48,280","21,089",RAMIPRIL,ballouchi.github.io/medoc
RAPRIL,10 mg,Comprimés sécables,B/90,"74,435","63,266",RAMIPRIL,ballouchi.github.io/medoc
TRITAZIDE,5 mg/25 mg,Comprimés sécables,B/28,"43,785","15,827",RAMIPRIL+HYDROCHLOROTHIZIDE,ballouchi.github.io/medoc
CORAPRIL,5 mg/25 mg,Comprimés sécables,B/30,"23,555","16,958",RAMIPRIL+HYDROCHLOROTHIZIDE,ballouchi.github.io/medoc
CORAPRIL,5 mg/25 mg,Comprimés sécables,B/90,"59,865","50,873",RAMIPRIL+HYDROCHLOROTHIZIDE,ballouchi.github.io/medoc
CORAPRIL,"10 mg/12,5 mg",Comprimés sécables,B/30,"29,930","25,424",RAMIPRIL+HYDROCHLOROTHIZIDE,ballouchi.github.io/medoc
TRITAZIDE,"10 mg/12,5 mg",Comprimés sécables,B/30,"50,320","25,424",RAMIPRIL+HYDROCHLOROTHIZIDE,ballouchi.github.io/medoc
CORAPRIL,10 mg/25 mg,Comprimés sécables,B/30,"29,930","25,424",RAMIPRIL+HYDROCHLOROTHIZIDE,ballouchi.github.io/medoc
TRITAZIDE,10 mg/25 mg,Comprimés sécables,B/30,"50,320","25,424",RAMIPRIL+HYDROCHLOROTHIZIDE,ballouchi.github.io/medoc
MICARDIS,40 mg,Comprimés,B/28,"47,605","18,469",TELMISARTAN,ballouchi.github.io/medoc
TELMISARTAN MYLAN,40 mg,Comprimés,B/30,"16,130","13,711",TELMISARTAN,ballouchi.github.io/medoc
TELMYCOR,40 mg,Comprimés,B/30,"25,565","19,788",TELMISARTAN,ballouchi.github.io/medoc
MICARDIS,80 mg,Comprimés,B/28,"57,080","18,469",TELMISARTAN,ballouchi.github.io/medoc
TELMISARTAN MYLAN,80 mg,Comprimés,B/30,"25,615","19,788",TELMISARTAN,ballouchi.github.io/medoc
TELMYCOR,80 mg,Comprimés,B/30,"28,460","19,788",TELMISARTAN,ballouchi.github.io/medoc
TWYNSTA,40 mg/5 mg,Comprimés,B/28,"45,080","23,229",TELMISARTAN + AMLODIPINE,ballouchi.github.io/medoc
TELMYCOR-AM,40 mg/5 mg,Comprimés,B/30,"29,285","24,888",TELMISARTAN + AMLODIPINE,ballouchi.github.io/medoc
TWYNSTA,40 mg/10 mg,Comprimés,B/28,"45,080","23,229",TELMISARTAN + AMLODIPINE,ballouchi.github.io/medoc
TELMYCOR-AM,40 mg/10 mg,Comprimés,B/30,"29,285","24,888",TELMISARTAN + AMLODIPINE,ballouchi.github.io/medoc
TWYNSTA,80 mg/5 mg,Comprimés,B/28,"51,435","26,489",TELMISARTAN + AMLODIPINE,ballouchi.github.io/medoc
TELMYCOR-AM,80 mg/5 mg,Comprimés,B/30,"33,395","28,382",TELMISARTAN + AMLODIPINE,ballouchi.github.io/medoc
TWYNSTA,80 mg/10 mg,Comprimés,B/28,"51,435","26,489",TELMISARTAN + AMLODIPINE,ballouchi.github.io/medoc
TELMYCOR-AM,80 mg/10 mg,Comprimés,B/30,"33,395","28,382",TELMISARTAN + AMLODIPINE,ballouchi.github.io/medoc
